Frame,FingerName,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
2,RightFinger4Medial,-0.01439698,0.1610727,0.001029536,-4.172334E-07,9.536739E-07,8.940702E-08,1
2,RightFinger4Distal,-0.014397,0.1327608,0.001029793,-3.129253E-07,9.685751E-07,1.341105E-07,1
2,RightFinger4Tip,-0.01439697,0.1051963,0.001029395,-1.93716E-07,9.685753E-07,1.341105E-07,1
2,RightFinger5Metacarpal,-0.01487564,0.2581214,0.001029174,-1.3839E-06,5.295283E-07,-0.1736479,0.9848078
2,RightFinger5Proximal,-0.03135142,0.2128556,0.001029308,-4.172332E-07,7.7486E-07,8.940707E-08,1
2,RightFinger5Medial,-0.03135142,0.177333,0.001029809,-3.874309E-07,7.7486E-07,5.960475E-08,1
2,RightFinger5Distal,-0.03135145,0.155005,0.001029529,-2.235181E-07,7.59959E-07,1.490128E-08,1
2,RightFinger5Tip,-0.03135161,0.1322612,0.001029127,-2.235181E-07,7.59959E-07,1.490128E-08,1
3,RightFinger1Metacarpal,0.02784882,0.2622198,0.001028869,-0.239029,-0.256984,0.1812323,0.9186843
3,RightFinger1Proximal,0.04711087,0.2309215,0.01577548,0.3157359,0.3032778,-0.03588206,-0.8983581
3,RightFinger1Distal,0.05211622,0.2034784,0.02696411,-0.307659,-0.2978134,0.05145535,0.9022233
3,RightFinger1Tip,0.05909035,0.172407,0.03980597,-0.3076566,-0.2978133,0.0514561,0.902224
3,RightFinger2Metacarpal,0.0160343,0.2565438,0.001029313,0.1181634,-0.07540194,0.1174485,-0.9831375
3,RightFinger2Proximal,0.02559855,0.2023013,0.001029467,0.3558781,-0.07113082,0.226243,-0.9039395
3,RightFinger2Medial,0.02041374,0.1616924,0.02152328,-0.4217545,0.08766703,-0.2203626,0.8751453
3,RightFinger2Distal,0.01708436,0.1388702,0.03769069,0.464348,-0.09841383,0.2157765,-0.8533098
3,RightFinger2Tip,0.01376981,0.1181885,0.0556686,0.4643478,-0.09841399,0.2157767,-0.85331
3,RightFinger3Metacarpal,0.005447566,0.2553253,0.001029147,-0.1242853,0.06481658,-0.2026889,0.9691598
3,RightFinger3Proximal,0.005447238,0.2016758,0.001029416,0.5191386,-0.122495,0.1653447,-0.8295498
3,RightFinger3Medial,0.003778687,0.1708083,0.036433,-0.8781431,0.1911997,-0.07606667,0.4318828
3,RightFinger3Distal,0.002534105,0.1826677,0.0650475,0.9753873,-0.2057739,0.0005381779,-0.07923341
3,RightFinger3Tip,0.002057838,0.2099677,0.07743344,0.9753873,-0.2057738,0.0005383017,-0.07923366
3,RightFinger4Metacarpal,-0.005475338,0.2555698,0.001029098,-0.1294613,0.05373807,-0.2863841,0.9478067
3,RightFinger4Proximal,-0.01439728,0.2049721,0.001029285,0.5445694,-0.1865959,0.1108049,-0.8101541
3,RightFinger4Medial,-0.009638308,0.1796429,0.03656765,-0.8804029,0.2170132,-0.0007675047,0.4216598
3,RightFinger4Distal,-0.007770133,0.19191,0.06201551,0.9725966,-0.2032901,-0.07594921,-0.0834414
3,RightFinger4Tip,-0.007996607,0.2172675,0.07282129,0.9725966,-0.2032901,-0.07594918,-0.08344156
3,RightFinger5Metacarpal,-0.01487593,0.258121,0.001028977,-0.1336525,0.04225093,-0.3679011,0.9192396
3,RightFinger5Proximal,-0.03135172,0.212855,0.00102899,0.4991829,-0.2117051,0.07876346,-0.8365377
3,RightFinger5Medial,-0.0239949,0.190264,0.02743637,-0.7772371,0.2257825,0.006673714,0.5872661
3,RightFinger5Distal,-0.02013975,0.191979,0.04936225,0.901406,-0.2165967,-0.06409325,-0.3693871
3,RightFinger5Tip,-0.01806658,0.2046272,0.06815057,0.901406,-0.2165967,-0.06409325,-0.3693871
4,RightFinger1Metacarpal,0.02784899,0.2622198,0.001029066,-0.4178627,-0.1773202,0.1551801,0.8774218
4,RightFinger1Proximal,0.04477246,0.2352226,0.02454099,0.4706471,0.2207788,-0.07034624,-0.8513528
4,RightFinger1Distal,0.05159577,0.21176,0.04204286,-0.4561686,-0.2078407,0.09387252,0.8601756
4,RightFinger1Tip,0.06140062,0.1857771,0.06223532,-0.4561663,-0.2078405,0.09387308,0.8601769
4,RightFinger2Metacarpal,0.01603443,0.256544,0.001029534,0.1744485,-0.1202242,0.2482874,-0.9452347
4,RightFinger2Proximal,0.02559863,0.2023015,0.001029662,0.5397959,-0.1535319,0.3318752,-0.7582275
4,RightFinger2Medial,0.01667514,0.1698844,0.03210163,-0.6191122,0.1887392,-0.3131933,0.6949743
4,RightFinger2Distal,0.01107767,0.1546613,0.05512881,0.6677897,-0.2109119,0.2987105,-0.6483418
4,RightFinger2Tip,0.005665723,0.1432211,0.07965949,0.6677896,-0.210912,0.2987108,-0.6483419
4,RightFinger3Metacarpal,0.005447616,0.2553254,0.001029287,-0.1842628,0.1045627,-0.3297266,0.9199978
4,RightFinger3Proximal,0.005447236,0.2016759,0.001029525,0.7512407,-0.2614025,0.1932226,-0.5744326
4,RightFinger3Medial,0.002172773,0.1945805,0.0473752,-0.9113032,0.3117866,0.0919492,-0.2527111
4,RightFinger3Distal,0.00205702,0.225339,0.04351375,0.5908541,-0.1989368,-0.2570797,0.7383952
4,RightFinger3Tip,0.004112427,0.2311671,0.01417544,0.5908545,-0.198937,-0.2570797,0.7383948
4,RightFinger4Metacarpal,-0.005475254,0.2555698,0.001029274,-0.1926745,0.08810557,-0.4086536,0.8877599
4,RightFinger4Proximal,-0.01439723,0.2049724,0.001029397,0.7599379,-0.3627694,0.1065292,-0.528721
4,RightFinger4Medial,-0.007521152,0.2057129,0.04438099,-0.8904247,0.3121633,0.2133152,-0.2533699
4,RightFinger4Distal,-0.009066007,0.2333588,0.03847554,0.5919868,-0.1372669,-0.3522891,0.7117609
4,RightFinger4Tip,-0.01343278,0.237613,0.01159339,0.5919869,-0.1372671,-0.3522892,0.7117609
4,RightFinger5Metacarpal,-0.01487581,0.2581211,0.001029155,-0.1996204,0.07097826,-0.4844721,0.8487651
4,RightFinger5Proximal,-0.0313516,0.2128551,0.001029251,0.6940516,-0.4001304,0.07425842,-0.5938647
4,RightFinger5Medial,-0.02036588,0.208828,0.0345692,-0.9112755,0.365502,0.178959,0.06293552
4,RightFinger5Distal,-0.01908677,0.2292783,0.04344014,0.8552948,-0.2583501,-0.3144414,0.3207095
4,RightFinger5Tip,-0.0234814,0.2497217,0.03449434,0.8552948,-0.2583501,-0.3144414,0.3207095
5,RightFinger1Metacarpal,0.02784897,0.2622198,0.001029085,-0.4148028,-0.1769782,0.1559125,0.8788115
5,RightFinger1Proximal,0.04493672,0.2352021,0.02439822,0.4681157,0.2205699,-0.07036279,-0.8527995
5,RightFinger1Distal,0.05184471,0.2116923,0.04180313,-0.453936,-0.2079669,0.09337103,0.8613799
5,RightFinger1Tip,0.06170043,0.1856368,0.06187706,-0.4539337,-0.2079669,0.09337146,0.8613809
5,RightFinger2Metacarpal,0.01603453,0.2565438,0.00102956,0.1741461,-0.1205811,0.2475571,-0.9454364
5,RightFinger2Proximal,0.02559849,0.2023015,0.001029697,0.5380532,-0.1524054,0.333004,-0.7591974
5,RightFinger2Medial,0.01653335,0.1697626,0.03193257,-0.6191731,0.1885049,-0.3139815,0.6946275
5,RightFinger2Distal,0.01085241,0.1545601,0.05495305,0.668961,-0.2112605,0.2991434,-0.646819
5,RightFinger2Tip,0.005370334,0.1432281,0.07951827,0.6689609,-0.2112605,0.2991438,-0.646819
5,RightFinger3Metacarpal,0.005447581,0.2553255,0.001029292,-0.1839926,0.1049445,-0.3290165,0.920262
5,RightFinger3Proximal,0.005447217,0.2016761,0.001029523,0.7502219,-0.2627319,0.1896865,-0.5763326
5,RightFinger3Medial,0.002480191,0.1945228,0.04738703,-0.9121902,0.3097627,0.09515935,-0.2508026
5,RightFinger3Distal,0.00222255,0.2252836,0.04355374,0.5926533,-0.1954036,-0.2585073,0.7373971
5,RightFinger3Tip,0.004078389,0.2311423,0.01420819,0.5926536,-0.1954037,-0.2585073,0.737397
5,RightFinger4Metacarpal,-0.005475193,0.25557,0.001029285,-0.1924386,0.0885095,-0.4079694,0.8880851
5,RightFinger4Proximal,-0.01439701,0.2049723,0.001029422,0.759791,-0.3626809,0.1054153,-0.5292157
5,RightFinger4Medial,-0.007489768,0.2057058,0.04437617,-0.8907292,0.3112575,0.2139338,-0.2528908
5,RightFinger4Distal,-0.0090488,0.2333531,0.03848121,0.5924727,-0.1361523,-0.3522952,0.7115671
5,RightFinger4Tip,-0.01343699,0.2376122,0.01160329,0.5924727,-0.1361524,-0.3522951,0.711567
5,RightFinger5Metacarpal,-0.01487573,0.258121,0.001029195,-0.1994206,0.07140124,-0.4838187,0.8491489
5,RightFinger5Proximal,-0.03135153,0.2128552,0.001029281,0.6928679,-0.4002636,0.07242677,-0.5953812
5,RightFinger5Medial,-0.02026997,0.2087538,0.0345287,-0.911227,0.3645227,0.1804969,0.06488878
5,RightFinger5Distal,-0.01899505,0.2291816,0.04345205,0.8560787,-0.2568389,-0.3154202,0.318864
5,RightFinger5Tip,-0.02344116,0.2496444,0.03457632,0.8560787,-0.2568389,-0.3154202,0.318864
6,RightFinger1Metacarpal,0.02784905,0.2622198,0.001029113,-0.4144764,-0.1770018,0.1559905,0.878947
6,RightFinger1Proximal,0.04493428,0.2351906,0.02438675,0.4676471,0.2204429,-0.07068789,-0.8530625
6,RightFinger1Distal,0.05185863,0.211681,0.04178536,-0.4534938,-0.2078718,0.09364307,0.8616061
6,RightFinger1Tip,0.06172835,0.1856243,0.06185075,-0.4534915,-0.2078716,0.09364364,0.8616071
6,RightFinger2Metacarpal,0.01603441,0.2565438,0.001029594,0.1740279,-0.1207354,0.2472499,-0.9455188
6,RightFinger2Proximal,0.02559857,0.2023015,0.001029727,0.5379114,-0.1523859,0.3327799,-0.7594002
6,RightFinger2Medial,0.01652614,0.169756,0.03192377,-0.6192744,0.1885597,-0.3137013,0.6946492
6,RightFinger2Distal,0.01084084,0.1545637,0.05494978,0.669202,-0.2113582,0.2988147,-0.6466898
6,RightFinger2Tip,0.005355882,0.1432526,0.07952407,0.6692019,-0.2113583,0.298815,-0.6466898
6,RightFinger3Metacarpal,0.005447385,0.2553254,0.001029358,-0.1838883,0.1051086,-0.3287179,0.9203712
6,RightFinger3Proximal,0.005447248,0.2016758,0.001029596,0.7501799,-0.26287,0.1889691,-0.57656
6,RightFinger3Medial,0.002517475,0.1945303,0.04739066,-0.9123442,0.3092731,0.09570494,-0.2506399
6,RightFinger3Distal,0.002242626,0.2252904,0.04355096,0.5928509,-0.1946794,-0.2586689,0.7373737
6,RightFinger3Tip,0.004074157,0.2311418,0.01420247,0.5928511,-0.1946794,-0.2586689,0.7373734
6,RightFinger4Metacarpal,-0.005475399,0.2555699,0.001029349,-0.1923491,0.08868206,-0.4076813,0.8882199
6,RightFinger4Proximal,-0.01439721,0.2049723,0.001029442,0.7597547,-0.3627928,0.10466,-0.5293406
6,RightFinger4Medial,-0.007455689,0.2057196,0.04437051,-0.8908096,0.3107492,0.214491,-0.2527615
6,RightFinger4Distal,-0.009031186,0.2333651,0.03847117,0.5926161,-0.1354202,-0.3524674,0.7115024
6,RightFinger4Tip,-0.01344254,0.2376172,0.01159606,0.5926163,-0.1354203,-0.3524674,0.7115022
6,RightFinger5Metacarpal,-0.01487583,0.2581211,0.001029199,-0.1993464,0.0715809,-0.4835435,0.8493082
6,RightFinger5Proximal,-0.0313516,0.212855,0.001029309,0.692255,-0.4004733,0.07132253,-0.5960861
6,RightFinger5Medial,-0.02020577,0.208726,0.03450399,-0.9111499,0.3640479,0.1814781,0.06589596
6,RightFinger5Distal,-0.01893427,0.2291431,0.04345207,0.8564478,-0.2560214,-0.3160987,0.3178573
6,RightFinger5Tip,-0.023415,0.2496148,0.03461405,0.8564478,-0.2560214,-0.3160987,0.3178573
7,RightFinger1Metacarpal,0.02784899,0.2622198,0.001029081,-0.4146824,-0.1770494,0.1561199,0.8788173
7,RightFinger1Proximal,0.04491265,0.2351937,0.02440626,0.4677175,0.2204145,-0.07102714,-0.8530032
7,RightFinger1Distal,0.05183452,0.211694,0.04181921,-0.4535345,-0.207809,0.09402996,0.8615577
7,RightFinger1Tip,0.06170576,0.185651,0.06190144,-0.4535323,-0.2078088,0.0940304,0.8615587
7,RightFinger2Metacarpal,0.01603431,0.256544,0.001029586,0.1739714,-0.1208136,0.2470956,-0.9455595
7,RightFinger2Proximal,0.02559858,0.2023014,0.001029722,0.5385443,-0.1526969,0.3322063,-0.7591403
7,RightFinger2Medial,0.01654569,0.1698071,0.03198323,-0.6195092,0.1886401,-0.313196,0.694646
7,RightFinger2Distal,0.01087213,0.1546285,0.05502116,0.6692117,-0.2112975,0.2983781,-0.646901
7,RightFinger2Tip,0.005396476,0.1433147,0.07959644,0.6692117,-0.2112976,0.2983782,-0.6469008
7,RightFinger3Metacarpal,0.005447598,0.2553255,0.00102932,-0.1838389,0.1051913,-0.3285676,0.9204252
7,RightFinger3Proximal,0.005447262,0.2016759,0.001029577,0.7503455,-0.2627952,0.188871,-0.5764106
7,RightFinger3Medial,0.00250224,0.1945529,0.0473931,-0.9123251,0.3091498,0.09570438,-0.2508614
7,RightFinger3Distal,0.002234259,0.2253111,0.0435389,0.5926921,-0.1945749,-0.2585998,0.7375529
7,RightFinger3Tip,0.004075905,0.2311471,0.01418804,0.5926925,-0.194575,-0.2585998,0.7375527
7,RightFinger4Metacarpal,-0.005475322,0.2555698,0.001029324,-0.192307,0.08876885,-0.4075364,0.8882868
7,RightFinger4Proximal,-0.01439717,0.2049723,0.001029468,0.7598221,-0.3627601,0.104464,-0.5293055
7,RightFinger4Medial,-0.007456314,0.2057298,0.04437043,-0.8908282,0.3105797,0.2145858,-0.2528238
7,RightFinger4Distal,-0.009031758,0.2333741,0.03846542,0.592607,-0.135232,-0.3524478,0.7115555
7,RightFinger4Tip,-0.01344257,0.2376214,0.01158935,0.5926071,-0.1352322,-0.3524478,0.7115554
7,RightFinger5Metacarpal,-0.01487581,0.2581212,0.001029189,-0.1993121,0.07167105,-0.4834048,0.8493874
7,RightFinger5Proximal,-0.03135153,0.2128551,0.001029339,0.691985,-0.4005491,0.07083783,-0.5964062
7,RightFinger5Medial,-0.02017892,0.2087125,0.03449341,-0.9111227,0.3638242,0.1819039,0.06633535
7,RightFinger5Distal,-0.01890868,0.229125,0.04345239,0.8566131,-0.2556492,-0.3163868,0.3174243
7,RightFinger5Tip,-0.02340411,0.2496004,0.03463077,0.8566131,-0.2556492,-0.3163868,0.3174243
8,RightFinger1Metacarpal,0.02784915,0.26222,0.001029047,-0.4148641,-0.1770916,0.1562346,0.8787022
8,RightFinger1Proximal,0.0448934,0.2351967,0.02442345,0.4677792,0.2203892,-0.07132761,-0.8529502
8,RightFinger1Distal,0.05181343,0.2117058,0.04184911,-0.4535701,-0.2077531,0.09437272,0.8615143
8,RightFinger1Tip,0.06168583,0.1856746,0.06194628,-0.4535678,-0.207753,0.09437334,0.8615155
8,RightFinger2Metacarpal,0.01603452,0.2565439,0.001029577,0.1739211,-0.1208829,0.2469588,-0.9455953
8,RightFinger2Proximal,0.02559873,0.2023019,0.001029648,0.539104,-0.152972,0.3316983,-0.7589093
8,RightFinger2Medial,0.01656305,0.1698526,0.03203581,-0.6197165,0.1887115,-0.3127482,0.6946427
8,RightFinger2Distal,0.01089998,0.154686,0.05508418,0.6692201,-0.2112444,0.297991,-0.6470875
8,RightFinger2Tip,0.005432552,0.1433704,0.07966036,0.66922,-0.2112445,0.2979912,-0.6470873
8,RightFinger3Metacarpal,0.005447684,0.2553256,0.001029276,-0.1837947,0.1052648,-0.3284344,0.9204725
8,RightFinger3Proximal,0.005447251,0.2016759,0.001029572,0.7504919,-0.2627292,0.1887837,-0.5762783
8,RightFinger3Medial,0.002488924,0.1945728,0.04739529,-0.9123079,0.3090402,0.09570383,-0.251057
8,RightFinger3Distal,0.002227108,0.2253295,0.04352819,0.5925516,-0.1944823,-0.2585384,0.7377108
8,RightFinger3Tip,0.004077354,0.2311521,0.01417515,0.592552,-0.1944824,-0.2585385,0.7377107
8,RightFinger4Metacarpal,-0.005475286,0.2555699,0.001029281,-0.1922695,0.0888458,-0.4074078,0.8883457
8,RightFinger4Proximal,-0.01439701,0.2049725,0.001029386,0.7598809,-0.362731,0.1042902,-0.5292745
8,RightFinger4Medial,-0.007456944,0.2057388,0.04437038,-0.8908443,0.3104294,0.2146694,-0.2528783
8,RightFinger4Distal,-0.009032195,0.2333821,0.03846021,0.5925987,-0.1350653,-0.3524304,0.711602
8,RightFinger4Tip,-0.01344268,0.2376251,0.0115835,0.5925987,-0.1350653,-0.3524304,0.711602
8,RightFinger5Metacarpal,-0.01487572,0.2581212,0.001029175,-0.1992815,0.07175098,-0.4832821,0.8494574
8,RightFinger5Proximal,-0.03135138,0.2128554,0.001029251,0.6917453,-0.4006162,0.07040843,-0.5966891
8,RightFinger5Medial,-0.02015495,0.2087009,0.03448388,-0.9110974,0.3636259,0.182281,0.06672434
8,RightFinger5Distal,-0.01888608,0.229109,0.04345264,0.8567588,-0.2553196,-0.3166421,0.3170404
8,RightFinger5Tip,-0.02339433,0.2495881,0.03464548,0.8567588,-0.2553196,-0.3166421,0.3170404
9,RightFinger1Metacarpal,0.02784904,0.2622198,0.001029064,-0.4151703,-0.1771628,0.1564268,0.8785093
9,RightFinger1Proximal,0.04486106,0.2352013,0.02445241,0.4678837,0.2203467,-0.07183202,-0.8528618
9,RightFinger1Distal,0.05177766,0.2117253,0.04189941,-0.4536306,-0.2076591,0.09494814,0.8614426
9,RightFinger1Tip,0.06165211,0.1857144,0.06202162,-0.4536282,-0.2076589,0.09494877,0.8614436
9,RightFinger2Metacarpal,0.01603436,0.2565439,0.001029583,0.1738368,-0.1209995,0.2467295,-0.9456561
9,RightFinger2Proximal,0.02559862,0.2023018,0.001029656,0.5400454,-0.1534341,0.3308437,-0.75852
9,RightFinger2Medial,0.01659229,0.1699289,0.03212412,-0.6200656,0.1888321,-0.3119957,0.6946375
9,RightFinger2Distal,0.01094634,0.1547827,0.0551902,0.669234,-0.211156,0.2973406,-0.6474015
9,RightFinger2Tip,0.005493192,0.1434635,0.07976779,0.6692337,-0.211156,0.2973409,-0.6474016
9,RightFinger3Metacarpal,0.005447592,0.2553256,0.001029298,-0.1837209,0.1053883,-0.3282112,0.9205533
9,RightFinger3Proximal,0.0054473,0.201676,0.001029542,0.7507384,-0.2626182,0.1886376,-0.5760562
9,RightFinger3Medial,0.002466299,0.1946061,0.04739896,-0.9122799,0.3088571,0.0957031,-0.2513864
9,RightFinger3Distal,0.002214781,0.2253602,0.0435102,0.5923163,-0.1943273,-0.2584357,0.7379775
9,RightFinger3Tip,0.004079746,0.2311604,0.01415359,0.5923166,-0.1943273,-0.2584357,0.7379773
9,RightFinger4Metacarpal,-0.005475251,0.25557,0.001029315,-0.1922068,0.08897533,-0.4071926,0.8884456
9,RightFinger4Proximal,-0.01439717,0.2049724,0.001029429,0.7599806,-0.3626826,0.1039985,-0.5292222
9,RightFinger4Medial,-0.007458219,0.2057538,0.0443703,-0.8908724,0.3101773,0.2148105,-0.2529709
9,RightFinger4Distal,-0.009033177,0.2333952,0.03845165,0.5925849,-0.1347851,-0.3524017,0.7116815
9,RightFinger4Tip,-0.01344306,0.2376313,0.01157365,0.592585,-0.1347851,-0.3524017,0.7116813
9,RightFinger5Metacarpal,-0.01487584,0.2581211,0.00102919,-0.1992301,0.07188555,-0.4830762,0.8495755
9,RightFinger5Proximal,-0.03135158,0.2128552,0.001029283,0.6913427,-0.4007298,0.06968624,-0.5971652
9,RightFinger5Medial,-0.02011502,0.2086808,0.03446801,-0.9110553,0.3632929,0.1829159,0.06737852
9,RightFinger5Distal,-0.01884805,0.2290819,0.04345303,0.8570035,-0.2547653,-0.3170721,0.3163951
9,RightFinger5Tip,-0.02337811,0.2495666,0.03467032,0.8570035,-0.2547653,-0.3170721,0.3163951
10,RightFinger1Metacarpal,0.02784909,0.26222,0.001029107,-0.4154105,-0.1772097,0.1566102,0.8783536
10,RightFinger1Proximal,0.04483787,0.235207,0.02447594,0.4681059,0.2204263,-0.07202412,-0.8527033
10,RightFinger1Distal,0.05173632,0.2117371,0.04193827,-0.4538054,-0.2076855,0.09522409,0.8613133
10,RightFinger1Tip,0.06159746,0.1857357,0.06207954,-0.4538032,-0.2076854,0.09522472,0.8613145
10,RightFinger2Metacarpal,0.01603441,0.256544,0.001029581,0.1737781,-0.1210853,0.2465588,-0.9457005
10,RightFinger2Proximal,0.02559865,0.2023016,0.001029716,0.5406706,-0.1536759,0.3303691,-0.7582328
10,RightFinger2Medial,0.01659992,0.16998,0.03217928,-0.6204023,0.1889067,-0.3115663,0.6945091
10,RightFinger2Distal,0.0109586,0.1548546,0.05526019,0.6694052,-0.2111277,0.2969574,-0.6474099
10,RightFinger2Tip,0.005508791,0.1435454,0.07984331,0.6694051,-0.2111278,0.2969577,-0.6474097
10,RightFinger3Metacarpal,0.005447519,0.2553253,0.001029363,-0.1836699,0.1054789,-0.328045,0.9206123
10,RightFinger3Proximal,0.00544727,0.201676,0.001029572,0.7510758,-0.2621724,0.1891974,-0.5756357
10,RightFinger3Medial,0.002379565,0.194633,0.04739739,-0.9121511,0.3090357,0.095006,-0.2518977
10,RightFinger3Distal,0.002168084,0.2253853,0.04349343,0.5918944,-0.1948741,-0.2579801,0.738331
10,RightFinger3Tip,0.004089477,0.2311679,0.01413699,0.5918947,-0.1948742,-0.2579801,0.7383307
10,RightFinger4Metacarpal,-0.005475316,0.2555698,0.001029342,-0.1921638,0.08907007,-0.4070322,0.8885188
10,RightFinger4Proximal,-0.01439709,0.2049723,0.001029468,0.7600878,-0.3625494,0.1039748,-0.5291643
10,RightFinger4Medial,-0.00747522,0.2057602,0.04437288,-0.8908996,0.3100782,0.2147173,-0.2530752
10,RightFinger4Distal,-0.009042219,0.2334011,0.03844961,0.5925669,-0.1347652,-0.3522654,0.7117677
10,RightFinger4Tip,-0.01344072,0.2376355,0.01156951,0.592567,-0.1347652,-0.3522654,0.7117677
10,RightFinger5Metacarpal,-0.01487583,0.2581213,0.001029152,-0.1991956,0.07198361,-0.4829228,0.8496623
10,RightFinger5Proximal,-0.03135153,0.2128552,0.001029281,0.6913413,-0.400521,0.06981822,-0.5972915
10,RightFinger5Medial,-0.02013494,0.208665,0.0344727,-0.9111277,0.3632087,0.1826759,0.06750454
10,RightFinger5Distal,-0.01886457,0.2290622,0.04346646,0.8571386,-0.254805,-0.3168054,0.3162654
10,RightFinger5Tip,-0.02338105,0.2495532,0.03469137,0.8571386,-0.254805,-0.3168054,0.3162654
11,RightFinger1Metacarpal,0.02784907,0.2622199,0.001029064,-0.4157528,-0.1772727,0.1568885,0.8781292
11,RightFinger1Proximal,0.04480593,0.2352163,0.02450982,0.4684889,0.2205939,-0.07220213,-0.8524345
11,RightFinger1Distal,0.05167121,0.2117524,0.0419934,-0.454115,-0.2077709,0.09553588,0.8610953
